401 Q0 LA030690-0168   1 14.347982 z22shaikAND
406 Q0 LA110189-0139  38 11.112951 z22shaikAND
406 Q0 LA052189-0154  39 11.093312 z22shaikAND
406 Q0 LA042490-0162  40 10.985771 z22shaikAND
406 Q0 LA011290-0023  41 10.932545 z22shaikAND
406 Q0 LA092889-0011  42 10.811672 z22shaikAND
406 Q0 LA020790-0137  43 10.668681 z22shaikAND
406 Q0 LA072790-0019  44 10.618420 z22shaikAND
406 Q0 LA082889-0040  45 10.526766 z22shaikAND
406 Q0 LA081089-0055  46 10.182736 z22shaikAND
406 Q0 LA120290-0134  47 10.179055 z22shaikAND
406 Q0 LA021089-0017  48  9.939187 z22shaikAND
406 Q0 LA091889-0005  49  9.667446 z22shaikAND
406 Q0 LA082290-0120  50  9.555937 z22shaikAND
406 Q0 LA060489-0073  51  9.533006 z22shaikAND
406 Q0 LA110189-0015  52  9.484068 z22shaikAND
406 Q0 LA072789-0007  53  9.460024 z22shaikAND
406 Q0 LA042889-0146  54  9.143037 z22shaikAND
406 Q0 LA112690-0079  55  9.075451 z22shaikAND
406 Q0 LA050789-0131  56  8.825795 z22shaikAND
406 Q0 LA120489-0008  57  8.447878 z22shaikAND
406 Q0 LA052790-0005  58  8.404897 z22shaikAND
406 Q0 LA101090-0022  59  8.110101 z22shaikAND
406 Q0 LA011290-0158  60  8.031449 z22shaikAND
406 Q0 LA083189-0003  61  7.936394 z22shaikAND
406 Q0 LA101989-0210  62  7.832184 z22shaikAND
406 Q0 LA020789-0010  63  7.800009 z22shaikAND
406 Q0 LA092090-0248  64  7.768053 z22shaikAND
406 Q0 LA041189-0132  65  7.762805 z22shaikAND
406 Q0 LA073090-0058  66  7.680015 z22shaikAND
406 Q0 LA072690-0122  67  7.659377 z22shaikAND
406 Q0 LA090789-0051  68  7.623578 z22shaikAND
406 Q0 LA102890-0064  69  7.579106 z22shaikAND
406 Q0 LA103090-0074  70  7.565833 z22shaikAND
406 Q0 LA020590-0053  71  7.533083 z22shaikAND
406 Q0 LA041789-0063  72  7.513866 z22shaikAND
406 Q0 LA022689-0067  73  7.505381 z22shaikAND
406 Q0 LA061790-0016  74  7.503705 z22shaikAND
406 Q0 LA110590-0024  75  7.453645 z22shaikAND
406 Q0 LA080790-0061  76  7.436472 z22shaikAND
406 Q0 LA091289-0054  77  7.424446 z22shaikAND
406 Q0 LA040389-0015  78  7.420878 z22shaikAND
406 Q0 LA112490-0074  79  7.385210 z22shaikAND
406 Q0 LA120689-0090  80  7.343268 z22shaikAND
406 Q0 LA011490-0119  81  7.336053 z22shaikAND
406 Q0 LA082490-0065  82  7.324907 z22shaikAND
406 Q0 LA091489-0031  83  7.322185 z22shaikAND
406 Q0 LA122289-0051  84  7.292415 z22shaikAND
406 Q0 LA091389-0072  85  7.283319 z22shaikAND
406 Q0 LA062689-0027  86  7.273216 z22shaikAND
406 Q0 LA041490-0117  87  7.270617 z22shaikAND
406 Q0 LA081889-0061  88  7.205417 z22shaikAND
406 Q0 LA112889-0112  89  7.160196 z22shaikAND
406 Q0 LA112390-0018  90  7.087440 z22shaikAND
406 Q0 LA102489-0127  91  7.084012 z22shaikAND
406 Q0 LA020589-0070  92  7.062361 z22shaikAND
406 Q0 LA121790-0082  93  7.060111 z22shaikAND
406 Q0 LA072889-0181  94  7.059850 z22shaikAND
406 Q0 LA111590-0125  95  7.052707 z22shaikAND
406 Q0 LA092890-0004  96  7.049657 z22shaikAND
406 Q0 LA011690-0040  97  7.039752 z22shaikAND
406 Q0 LA060890-0120  98  7.009176 z22shaikAND
406 Q0 LA122690-0035  99  6.982700 z22shaikAND
406 Q0 LA100189-0101 100  6.966922 z22shaikAND
407 Q0 LA050889-0063   1 25.633875 z22shaikAND
407 Q0 LA012589-0100   2 18.746284 z22shaikAND
407 Q0 LA100989-0033   3 17.152888 z22shaikAND
407 Q0 LA030190-0146   4 17.010230 z22shaikAND
407 Q0 LA021190-0107   5 16.919015 z22shaikAND
407 Q0 LA112890-0007   6 16.382734 z22shaikAND
407 Q0 LA050490-0103   7 16.214877 z22shaikAND
407 Q0 LA060489-0148   8 16.164042 z22shaikAND
407 Q0 LA100789-0152   9 15.914794 z22shaikAND
407 Q0 LA030390-0100  10 15.572794 z22shaikAND
407 Q0 LA101490-0011  11 15.500113 z22shaikAND
407 Q0 LA022689-0070  12 14.850203 z22shaikAND
407 Q0 LA102090-0048  13 14.438476 z22shaikAND
407 Q0 LA030189-0109  14 14.374225 z22shaikAND
407 Q0 LA062189-0059  15 14.259788 z22shaikAND
407 Q0 LA100289-0048  16 14.177393 z22shaikAND
407 Q0 LA122689-0012  17 13.855986 z22shaikAND
407 Q0 LA010590-0066  18 13.818147 z22shaikAND
407 Q0 LA110190-0006  19 13.771308 z22shaikAND
407 Q0 LA082889-0023  20 13.727745 z22shaikAND
407 Q0 LA071490-0059  21 13.597021 z22shaikAND
407 Q0 LA122390-0061  22 13.578624 z22shaikAND
407 Q0 LA101490-0070  23 13.501098 z22shaikAND
407 Q0 LA051389-0024  24 13.479100 z22shaikAND
407 Q0 LA091489-0151  25 13.452173 z22shaikAND
407 Q0 LA041489-0071  26 13.439103 z22shaikAND
407 Q0 LA022590-0028  27 13.413562 z22shaikAND
407 Q0 LA101090-0050  28 13.359113 z22shaikAND
407 Q0 LA050489-0010  29 13.303722 z22shaikAND
407 Q0 LA050989-0070  30 13.217411 z22shaikAND
407 Q0 LA111989-0091  31 13.211867 z22shaikAND
407 Q0 LA042089-0006  32 13.001906 z22shaikAND
407 Q0 LA091789-0067  33 12.968439 z22shaikAND
407 Q0 LA071389-0138  34 12.942725 z22shaikAND
407 Q0 LA040590-0148  35 12.885922 z22shaikAND
407 Q0 LA110690-0108  36 12.877722 z22shaikAND
407 Q0 LA092390-0199  37 12.753759 z22shaikAND
407 Q0 LA052489-0044  38 12.727060 z22shaikAND
407 Q0 LA041190-0062  39 12.702515 z22shaikAND
407 Q0 LA120290-0047  40 12.682108 z22shaikAND
407 Q0 LA011589-0122  41 12.664657 z22shaikAND
407 Q0 LA062289-0036  42 12.653208 z22shaikAND
407 Q0 LA040289-0211  43 12.607510 z22shaikAND
407 Q0 LA080990-0034  44 12.602643 z22shaikAND
407 Q0 LA122790-0033  45 12.578686 z22shaikAND
407 Q0 LA012389-0086  46 12.574420 z22shaikAND
407 Q0 LA040790-0101  47 12.569114 z22shaikAND
407 Q0 LA120989-0114  48 12.555538 z22shaikAND
407 Q0 LA120289-0025  49 12.514671 z22shaikAND
407 Q0 LA111989-0110  50 12.508828 z22shaikAND
407 Q0 LA071190-0055  51 12.365245 z22shaikAND
407 Q0 LA112189-0037  52 12.360004 z22shaikAND
407 Q0 LA120789-0100  53 12.345832 z22shaikAND
407 Q0 LA101490-0087  54 12.267801 z22shaikAND
407 Q0 LA060790-0053  55 12.253187 z22shaikAND
407 Q0 LA120290-0119  56 12.251984 z22shaikAND
407 Q0 LA071589-0056  57 12.248232 z22shaikAND
407 Q0 LA072290-0173  58 12.201690 z22shaikAND
407 Q0 LA062290-0170  59 12.197785 z22shaikAND
407 Q0 LA053190-0097  60 12.180065 z22shaikAND
407 Q0 LA091989-0127  61 12.156075 z22shaikAND
407 Q0 LA121990-0130  62 12.141569 z22shaikAND
407 Q0 LA121490-0038  63 12.112927 z22shaikAND
407 Q0 LA091989-0003  64 11.944158 z22shaikAND
407 Q0 LA010690-0067  65 11.911001 z22shaikAND
407 Q0 LA032389-0173  66 11.909478 z22shaikAND
407 Q0 LA100189-0051  67 11.872918 z22shaikAND
407 Q0 LA071489-0040  68 11.870147 z22shaikAND
407 Q0 LA071790-0048  69 11.777994 z22shaikAND
407 Q0 LA041990-0006  70 11.777473 z22shaikAND
407 Q0 LA043090-0034  71 11.747381 z22shaikAND
407 Q0 LA060390-0198  72 11.739900 z22shaikAND
407 Q0 LA100590-0068  73 11.718131 z22shaikAND
407 Q0 LA062090-0097  74 11.673010 z22shaikAND
407 Q0 LA072590-0125  75 11.649176 z22shaikAND
407 Q0 LA060490-0042  76 11.578535 z22shaikAND
407 Q0 LA102190-0082  77 11.554713 z22shaikAND
407 Q0 LA092889-0103  78 11.534928 z22shaikAND
407 Q0 LA101990-0052  79 11.523793 z22shaikAND
407 Q0 LA092489-0103  80 11.496850 z22shaikAND
407 Q0 LA072690-0070  81 11.360399 z22shaikAND
407 Q0 LA082390-0080  82 11.333813 z22shaikAND
407 Q0 LA041589-0003  83 11.315922 z22shaikAND
407 Q0 LA060689-0018  84 11.315199 z22shaikAND
407 Q0 LA031589-0004  85 11.252417 z22shaikAND
407 Q0 LA071790-0077  86 11.211328 z22shaikAND
407 Q0 LA111989-0079  87 11.204192 z22shaikAND
407 Q0 LA051090-0128  88 11.176729 z22shaikAND
407 Q0 LA122589-0051  89 11.067333 z22shaikAND
407 Q0 LA100789-0110  90 10.956952 z22shaikAND
407 Q0 LA122390-0067  91 10.940750 z22shaikAND
407 Q0 LA060790-0110  92 10.907469 z22shaikAND
407 Q0 LA111190-0042  93 10.905500 z22shaikAND
407 Q0 LA060390-0100  94 10.880942 z22shaikAND
407 Q0 LA011389-0030  95 10.813488 z22shaikAND
407 Q0 LA032990-0184  96 10.809500 z22shaikAND
407 Q0 LA052289-0007  97 10.807144 z22shaikAND
407 Q0 LA061790-0082  98 10.725556 z22shaikAND
407 Q0 LA102389-0013  99 10.700879 z22shaikAND
407 Q0 LA090990-0035 100 10.688958 z22shaikAND
408 Q0 LA101490-0142   1 18.898034 z22shaikAND
408 Q0 LA082189-0033   2 18.861472 z22shaikAND
408 Q0 LA060689-0099   3 18.575905 z22shaikAND
408 Q0 LA101489-0074   4 18.340961 z22shaikAND
408 Q0 LA061989-0095   5 18.036114 z22shaikAND
408 Q0 LA082889-0052   6 17.820292 z22shaikAND
408 Q0 LA100890-0072   7 17.755184 z22shaikAND
408 Q0 LA101589-0180   8 17.683359 z22shaikAND
408 Q0 LA102090-0035   9 17.568282 z22shaikAND
408 Q0 LA101390-0102  10 17.517503 z22shaikAND
408 Q0 LA062889-0066  11 17.342909 z22shaikAND
408 Q0 LA120389-0240  12 17.255861 z22shaikAND
408 Q0 LA082990-0118  13 17.218676 z22shaikAND
408 Q0 LA062290-0070  14 17.162917 z22shaikAND
408 Q0 LA092390-0028  15 16.635093 z22shaikAND
408 Q0 LA082389-0064  16 16.617771 z22shaikAND
408 Q0 LA103190-0052  17 16.566602 z22shaikAND
408 Q0 LA071389-0103  18 16.566036 z22shaikAND
408 Q0 LA101190-0007  19 16.473718 z22shaikAND
408 Q0 LA101289-0148  20 16.429017 z22shaikAND
408 Q0 LA120389-0130  21 16.182056 z22shaikAND
408 Q0 LA080189-0042  22 16.173719 z22shaikAND
408 Q0 LA062989-0112  23 15.847463 z22shaikAND
408 Q0 LA101089-0132  24 15.674983 z22shaikAND
408 Q0 LA091989-0049  25 15.534612 z22shaikAND
408 Q0 LA091189-0112  26 15.532283 z22shaikAND
408 Q0 LA070589-0011  27 15.503682 z22shaikAND
408 Q0 LA080289-0005  28 15.459579 z22shaikAND
408 Q0 LA062590-0054  29 15.255508 z22shaikAND
408 Q0 LA080790-0025  30 14.839961 z22shaikAND
408 Q0 LA082690-0108  31 14.268546 z22shaikAND
408 Q0 LA100590-0178  32 13.734612 z22shaikAND
408 Q0 LA091189-0051  33 13.718891 z22shaikAND
408 Q0 LA101290-0181  34 13.640824 z22shaikAND
408 Q0 LA071790-0136  35 13.376241 z22shaikAND
408 Q0 LA021690-0167  36 13.278142 z22shaikAND
408 Q0 LA101790-0097  37 13.234158 z22shaikAND
408 Q0 LA073189-0093  38 13.167156 z22shaikAND
408 Q0 LA070689-0088  39 12.976256 z22shaikAND
408 Q0 LA030990-0199  40 12.528641 z22shaikAND
408 Q0 LA061190-0059  41 11.930058 z22shaikAND
408 Q0 LA092089-0027  42 11.317337 z22shaikAND
408 Q0 LA091689-0125  43 11.251656 z22shaikAND
408 Q0 LA070589-0091  44 11.215591 z22shaikAND
408 Q0 LA040289-0192  45 10.795605 z22shaikAND
408 Q0 LA110390-0071  46 10.603609 z22shaikAND
408 Q0 LA012989-0114  47 10.592404 z22shaikAND
408 Q0 LA051190-0106  48 10.540242 z22shaikAND
408 Q0 LA020289-0156  49 10.472125 z22shaikAND
408 Q0 LA092190-0055  50 10.464527 z22shaikAND
408 Q0 LA082390-0253  51 10.438575 z22shaikAND
408 Q0 LA012289-0053  52  9.996391 z22shaikAND
408 Q0 LA122590-0038  53  9.990878 z22shaikAND
408 Q0 LA092389-0056  54  9.897352 z22shaikAND
408 Q0 LA010589-0160  55  9.731169 z22shaikAND
408 Q0 LA060990-0018  56  9.590941 z22shaikAND
408 Q0 LA011590-0139  57  9.537374 z22shaikAND
408 Q0 LA100290-0091  58  9.494559 z22shaikAND
408 Q0 LA101190-0148  59  9.400157 z22shaikAND
408 Q0 LA062890-0181  60  9.362889 z22shaikAND
408 Q0 LA031190-0001  61  9.355257 z22shaikAND
408 Q0 LA021090-0115  62  9.206081 z22shaikAND
408 Q0 LA011389-0030  63  9.183893 z22shaikAND
408 Q0 LA050490-0057  64  9.151734 z22shaikAND
408 Q0 LA080490-0130  65  9.054075 z22shaikAND
408 Q0 LA071490-0129  66  9.000806 z22shaikAND
408 Q0 LA021289-0048  67  8.917677 z22shaikAND
408 Q0 LA041090-0005  68  8.917677 z22shaikAND
408 Q0 LA070990-0030  69  8.862296 z22shaikAND
408 Q0 LA090289-0040  70  8.838202 z22shaikAND
408 Q0 LA070990-0054  71  8.837667 z22shaikAND
408 Q0 LA102690-0201  72  8.829318 z22shaikAND
408 Q0 LA062289-0040  73  8.822803 z22shaikAND
408 Q0 LA111890-0081  74  8.786734 z22shaikAND
408 Q0 LA052189-0138  75  8.727757 z22shaikAND
408 Q0 LA011689-0055  76  8.715342 z22shaikAND
408 Q0 LA120389-0184  77  8.550618 z22shaikAND
408 Q0 LA111689-0253  78  8.495995 z22shaikAND
408 Q0 LA052490-0076  79  8.486133 z22shaikAND
408 Q0 LA062490-0203  80  8.486133 z22shaikAND
408 Q0 LA030289-0113  81  8.406881 z22shaikAND
408 Q0 LA081389-0023  82  8.377715 z22shaikAND
408 Q0 LA042789-0063  83  8.359245 z22shaikAND
408 Q0 LA030490-0110  84  8.318049 z22shaikAND
408 Q0 LA112190-0043  85  8.295426 z22shaikAND
408 Q0 LA092489-0049  86  8.288663 z22shaikAND
408 Q0 LA011889-0140  87  8.257011 z22shaikAND
408 Q0 LA020490-0215  88  8.245259 z22shaikAND
408 Q0 LA080190-0072  89  8.235878 z22shaikAND
408 Q0 LA070590-0086  90  8.210284 z22shaikAND
408 Q0 LA081989-0091  91  8.206436 z22shaikAND
408 Q0 LA031589-0059  92  8.204894 z22shaikAND
408 Q0 LA031089-0163  93  8.196863 z22shaikAND
408 Q0 LA020290-0139  94  8.194507 z22shaikAND
408 Q0 LA080790-0027  95  8.184619 z22shaikAND
408 Q0 LA120489-0058  96  8.178589 z22shaikAND
408 Q0 LA080190-0015  97  8.167287 z22shaikAND
408 Q0 LA040590-0163  98  8.157248 z22shaikAND
408 Q0 LA011790-0045  99  8.120941 z22shaikAND
408 Q0 LA010890-0046 100  8.117632 z22shaikAND
409 Q0 LA121589-0082   1 22.354364 z22shaikAND
409 Q0 LA110489-0092   2 22.161270 z22shaikAND
409 Q0 LA051690-0101   3 21.717472 z22shaikAND
409 Q0 LA031789-0067   4 21.545711 z22shaikAND
409 Q0 LA041989-0145   5 21.398970 z22shaikAND
409 Q0 LA042089-0111   6 21.260998 z22shaikAND
409 Q0 LA050989-0113   7 21.258864 z22shaikAND
409 Q0 LA041689-0098   8 21.204126 z22shaikAND
409 Q0 LA010289-0027   9 20.907887 z22shaikAND
409 Q0 LA120589-0083  10 20.808036 z22shaikAND
409 Q0 LA122289-0117  11 20.531167 z22shaikAND
409 Q0 LA033089-0211  12 20.471746 z22shaikAND
409 Q0 LA122189-0212  13 20.306591 z22shaikAND
409 Q0 LA080589-0053  14 20.097329 z22shaikAND
409 Q0 LA091290-0053  15 19.921281 z22shaikAND
409 Q0 LA052389-0075  16 19.852543 z22shaikAND
409 Q0 LA103190-0165  17 19.825019 z22shaikAND
409 Q0 LA051990-0107  18 19.574945 z22shaikAND
409 Q0 LA092189-0137  19 19.548379 z22shaikAND
409 Q0 LA031989-0099  20 19.405205 z22shaikAND
409 Q0 LA010989-0092  21 19.311956 z22shaikAND
409 Q0 LA010389-0034  22 18.959830 z22shaikAND
409 Q0 LA021790-0109  23 18.948251 z22shaikAND
409 Q0 LA010789-0065  24 18.909610 z22shaikAND
409 Q0 LA042190-0024  25 18.830961 z22shaikAND
409 Q0 LA011489-0111  26 18.783383 z22shaikAND
409 Q0 LA060490-0025  27 18.620105 z22shaikAND
409 Q0 LA021289-0119  28 18.462698 z22shaikAND
409 Q0 LA112190-0152  29 18.361972 z22shaikAND
409 Q0 LA011789-0136  30 18.240708 z22shaikAND
409 Q0 LA010589-0105  31 18.240381 z22shaikAND
409 Q0 LA010889-0089  32 18.067962 z22shaikAND
409 Q0 LA021989-0162  33 18.025332 z22shaikAND
409 Q0 LA020789-0124  34 18.017680 z22shaikAND
409 Q0 LA010689-0055  35 17.938906 z22shaikAND
409 Q0 LA040690-0069  36 17.936572 z22shaikAND
409 Q0 LA092689-0003  37 17.711907 z22shaikAND
409 Q0 LA040389-0094  38 17.630159 z22shaikAND
409 Q0 LA122989-0147  39 17.549163 z22shaikAND
409 Q0 LA122690-0064  40 17.436392 z22shaikAND
409 Q0 LA031389-0002  41 17.429054 z22shaikAND
409 Q0 LA051989-0172  42 17.251942 z22shaikAND
409 Q0 LA020889-0080  43 17.116657 z22shaikAND
409 Q0 LA030589-0192  44 16.810326 z22shaikAND
409 Q0 LA091689-0123  45 16.778333 z22shaikAND
409 Q0 LA031089-0062  46 16.733800 z22shaikAND
409 Q0 LA032790-0138  47 16.541002 z22shaikAND
409 Q0 LA032089-0047  48 16.260003 z22shaikAND
409 Q0 LA110989-0119  49 15.836442 z22shaikAND
409 Q0 LA093090-0090  50 15.833164 z22shaikAND
409 Q0 LA010389-0033  51 15.698368 z22shaikAND
409 Q0 LA032389-0197  52 15.438999 z22shaikAND
409 Q0 LA031190-0197  53 15.238179 z22shaikAND
409 Q0 LA051089-0085  54 15.107785 z22shaikAND
409 Q0 LA122490-0075  55 14.971786 z22shaikAND
409 Q0 LA123089-0085  56 14.952234 z22shaikAND
409 Q0 LA082989-0105  57 14.902216 z22shaikAND
409 Q0 LA020690-0154  58 14.890072 z22shaikAND
409 Q0 LA011189-0063  59 14.836139 z22shaikAND
409 Q0 LA110889-0046  60 14.682604 z22shaikAND
409 Q0 LA090189-0162  61 14.572943 z22shaikAND
409 Q0 LA033189-0104  62 14.556488 z22shaikAND
409 Q0 LA091890-0173  63 14.535457 z22shaikAND
409 Q0 LA050589-0065  64 14.435717 z22shaikAND
409 Q0 LA122290-0135  65 14.347256 z22shaikAND
409 Q0 LA122989-0104  66 14.317532 z22shaikAND
409 Q0 LA052090-0031  67 14.287003 z22shaikAND
409 Q0 LA120690-0097  68 14.270378 z22shaikAND
409 Q0 LA020590-0099  69 14.261929 z22shaikAND
409 Q0 LA101390-0119  70 14.253173 z22shaikAND
409 Q0 LA120690-0098  71 14.175376 z22shaikAND
409 Q0 LA022289-0149  72 14.136523 z22shaikAND
409 Q0 LA052489-0105  73 14.058421 z22shaikAND
409 Q0 LA120689-0107  74 14.055324 z22shaikAND
409 Q0 LA112989-0095  75 14.033571 z22shaikAND
409 Q0 LA121790-0099  76 14.016768 z22shaikAND
409 Q0 LA100989-0097  77 13.993378 z22shaikAND
409 Q0 LA121489-0047  78 13.957585 z22shaikAND
409 Q0 LA050990-0124  79 13.950349 z22shaikAND
409 Q0 LA060190-0181  80 13.824287 z22shaikAND
409 Q0 LA091590-0045  81 13.793513 z22shaikAND
409 Q0 LA122989-0055  82 13.658632 z22shaikAND
409 Q0 LA032490-0002  83 13.622101 z22shaikAND
409 Q0 LA121589-0076  84 13.588772 z22shaikAND
409 Q0 LA082989-0108  85 13.586574 z22shaikAND
409 Q0 LA031689-0212  86 13.565300 z22shaikAND
409 Q0 LA080989-0094  87 13.560022 z22shaikAND
409 Q0 LA051589-0068  88 13.490581 z22shaikAND
409 Q0 LA051189-0199  89 13.486245 z22shaikAND
409 Q0 LA090490-0072  90 13.476800 z22shaikAND
409 Q0 LA110189-0006  91 13.435963 z22shaikAND
409 Q0 LA010889-0151  92 13.363113 z22shaikAND
409 Q0 LA082389-0005  93 13.345491 z22shaikAND
409 Q0 LA072090-0035  94 13.293653 z22shaikAND
409 Q0 LA050490-0026  95 13.251390 z22shaikAND
409 Q0 LA061789-0103  96 13.223486 z22shaikAND
409 Q0 LA051789-0059  97 13.141547 z22shaikAND
409 Q0 LA083189-0015  98 13.120823 z22shaikAND
409 Q0 LA102489-0157  99 13.110006 z22shaikAND
409 Q0 LA010490-0143 100 12.963714 z22shaikAND
410 Q0 LA121589-0087   1 17.825444 z22shaikAND
410 Q0 LA062090-0079   2 15.954696 z22shaikAND
410 Q0 LA070190-0033   3 11.266797 z22shaikAND
410 Q0 LA030490-0051   4 10.040414 z22shaikAND
410 Q0 LA022190-0119   5  6.111731 z22shaikAND
410 Q0 LA022190-0117   6  6.051811 z22shaikAND
410 Q0 LA051989-0173   7  5.951101 z22shaikAND
410 Q0 LA050490-0149   8  5.906432 z22shaikAND
410 Q0 LA041389-0159   9  5.902123 z22shaikAND
410 Q0 LA120590-0093  10  5.883754 z22shaikAND
410 Q0 LA120989-0142  11  5.874038 z22shaikAND
410 Q0 LA061390-0013  12  5.864813 z22shaikAND
410 Q0 LA041290-0122  13  5.859831 z22shaikAND
410 Q0 LA091090-0082  14  5.843159 z22shaikAND
410 Q0 LA091590-0068  15  5.832958 z22shaikAND
410 Q0 LA111990-0123  16  5.828407 z22shaikAND
410 Q0 LA053190-0093  17  5.823459 z22shaikAND
410 Q0 LA091990-0049  18  5.807068 z22shaikAND
410 Q0 LA081090-0184  19  5.801997 z22shaikAND
410 Q0 LA120490-0080  20  5.753779 z22shaikAND
410 Q0 LA032190-0134  21  5.741984 z22shaikAND
410 Q0 LA092190-0130  22  5.741003 z22shaikAND
410 Q0 LA120490-0052  23  5.739729 z22shaikAND
410 Q0 LA070590-0120  24  5.736800 z22shaikAND
410 Q0 LA071989-0146  25  5.735127 z22shaikAND
410 Q0 LA031089-0145  26  5.723959 z22shaikAND
410 Q0 LA032890-0024  27  5.716381 z22shaikAND
410 Q0 LA060390-0077  28  5.711591 z22shaikAND
410 Q0 LA100990-0125  29  5.709214 z22shaikAND
410 Q0 LA081689-0042  30  5.690760 z22shaikAND
410 Q0 LA051490-0072  31  5.689899 z22shaikAND
410 Q0 LA042589-0145  32  5.683537 z22shaikAND
410 Q0 LA040589-0151  33  5.682959 z22shaikAND
410 Q0 LA041289-0103  34  5.671507 z22shaikAND
410 Q0 LA100390-0147  35  5.669331 z22shaikAND
410 Q0 LA082189-0094  36  5.669109 z22shaikAND
410 Q0 LA110289-0100  37  5.666935 z22shaikAND
410 Q0 LA080789-0112  38  5.664762 z22shaikAND
410 Q0 LA080290-0199  39  5.660651 z22shaikAND
410 Q0 LA100190-0115  40  5.660422 z22shaikAND
410 Q0 LA030189-0121  41  5.656692 z22shaikAND
410 Q0 LA100990-0110  42  5.649599 z22shaikAND
410 Q0 LA050990-0152  43  5.641799 z22shaikAND
410 Q0 LA122289-0180  44  5.636667 z22shaikAND
410 Q0 LA062390-0136  45  5.634408 z22shaikAND
410 Q0 LA030590-0068  46  5.625826 z22shaikAND
410 Q0 LA072089-0148  47  5.625826 z22shaikAND
410 Q0 LA121590-0104  48  5.625826 z22shaikAND
410 Q0 LA072490-0117  49  5.623629 z22shaikAND
410 Q0 LA093090-0200  50  5.616023 z22shaikAND
410 Q0 LA032489-0166  51  5.608958 z22shaikAND
410 Q0 LA051690-0128  52  5.608850 z22shaikAND
410 Q0 LA101389-0124  53  5.605510 z22shaikAND
410 Q0 LA110489-0101  54  5.604595 z22shaikAND
410 Q0 LA022390-0098  55  5.602531 z22shaikAND
410 Q0 LA101690-0125  56  5.600552 z22shaikAND
410 Q0 LA072690-0105  57  5.600237 z22shaikAND
410 Q0 LA101890-0182  58  5.600237 z22shaikAND
410 Q0 LA091790-0120  59  5.597625 z22shaikAND
410 Q0 LA052590-0022  60  5.597409 z22shaikAND
410 Q0 LA100689-0110  61  5.597409 z22shaikAND
410 Q0 LA021090-0126  62  5.593985 z22shaikAND
410 Q0 LA030190-0114  63  5.592047 z22shaikAND
410 Q0 LA121989-0119  64  5.591867 z22shaikAND
410 Q0 LA070590-0076  65  5.590565 z22shaikAND
410 Q0 LA052390-0098  66  5.589523 z22shaikAND
410 Q0 LA110490-0243  67  5.584452 z22shaikAND
410 Q0 LA040290-0107  68  5.581792 z22shaikAND
410 Q0 LA101990-0156  69  5.578008 z22shaikAND
410 Q0 LA021489-0049  70  5.577686 z22shaikAND
410 Q0 LA040590-0217  71  5.574880 z22shaikAND
410 Q0 LA050989-0003  72  5.569276 z22shaikAND
410 Q0 LA070189-0065  73  5.568684 z22shaikAND
410 Q0 LA110590-0107  74  5.568328 z22shaikAND
410 Q0 LA062989-0100  75  5.567617 z22shaikAND
410 Q0 LA062390-0142  76  5.561176 z22shaikAND
410 Q0 LA100890-0057  77  5.558316 z22shaikAND
410 Q0 LA050589-0068  78  5.557458 z22shaikAND
410 Q0 LA072890-0128  79  5.557152 z22shaikAND
410 Q0 LA081889-0089  80  5.555316 z22shaikAND
410 Q0 LA081089-0198  81  5.544198 z22shaikAND
410 Q0 LA021389-0115  82  5.541668 z22shaikAND
410 Q0 LA092790-0027  83  5.536611 z22shaikAND
410 Q0 LA121289-0144  84  5.534551 z22shaikAND
410 Q0 LA030690-0128  85  5.527179 z22shaikAND
410 Q0 LA092989-0072  86  5.525017 z22shaikAND
410 Q0 LA120590-0162  87  5.516597 z22shaikAND
410 Q0 LA062189-0056  88  5.515434 z22shaikAND
410 Q0 LA063090-0115  89  5.514132 z22shaikAND
410 Q0 LA051690-0067  90  5.512743 z22shaikAND
410 Q0 LA120290-0093  91  5.511714 z22shaikAND
410 Q0 LA090889-0166  92  5.511110 z22shaikAND
410 Q0 LA071390-0052  93  5.510687 z22shaikAND
410 Q0 LA100290-0116  94  5.509659 z22shaikAND
410 Q0 LA111590-0187  95  5.508475 z22shaikAND
410 Q0 LA100590-0094  96  5.504370 z22shaikAND
410 Q0 LA051390-0179  97  5.501973 z22shaikAND
410 Q0 LA072890-0071  98  5.500377 z22shaikAND
410 Q0 LA111689-0110  99  5.497717 z22shaikAND
410 Q0 LA040490-0136 100  5.496284 z22shaikAND
411 Q0 LA111289-0106   1 18.136166 z22shaikAND
411 Q0 LA101289-0146   2 17.807393 z22shaikAND
411 Q0 LA120789-0097   3 15.788624 z22shaikAND
411 Q0 LA101990-0163   4 14.478891 z22shaikAND
411 Q0 LA100189-0095   5 14.159422 z22shaikAND
411 Q0 LA092289-0001   6 12.886578 z22shaikAND
411 Q0 LA070889-0002   7 12.397860 z22shaikAND
411 Q0 LA101490-0023   8 12.071419 z22shaikAND
411 Q0 LA110689-0100   9 11.907690 z22shaikAND
411 Q0 LA110789-0044  10 11.560300 z22shaikAND
411 Q0 LA081890-0005  11 11.107367 z22shaikAND
411 Q0 LA121990-0112  12 10.967161 z22shaikAND
411 Q0 LA030290-0102  13 10.873023 z22shaikAND
411 Q0 LA052390-0076  14 10.737644 z22shaikAND
